-10  -20  0.11125
-10  -19.8  0.111247
-10  -19.6  0.111245
-10  -19.4  0.111242
-10  -19.2  0.11124
-10  -19  0.111237
-10  -18.8  0.111235
-10  -18.6  0.111232
-10  -18.4  0.11123
-10  -18.2  0.111227
-10  -18  0.111226
-10  -17.8  0.111222
-10  -17.6  0.111221
-10  -17.4  0.111218
-10  -17.2  0.111216
-10  -17  0.111213
-10  -16.8  0.111212
-10  -16.6  0.111208
-10  -16.4  0.111208
-10  -16.2  0.111204
-10  -16  0.111203
-10  -15.8  0.1112
-10  -15.6  0.111198
-10  -15.4  0.111196
-10  -15.2  0.111195
-10  -15  0.111191
-10  -14.8  0.111191
-10  -14.6  0.111186
-10  -14.4  0.111186
-10  -14.2  0.111183
-10  -14  0.111182
-10  -13.8  0.111179
-10  -13.6  0.111178
-10  -13.4  0.111175
-10  -13.2  0.111174
-10  -13  0.111172
-10  -12.8  0.11117
-10  -12.6  0.111168
-10  -12.4  0.111166
-10  -12.2  0.111164
-10  -12  0.111162
-10  -11.8  0.11116
-10  -11.6  0.111159
-10  -11.4  0.111157
-10  -11.2  0.111155
-10  -11  0.111153
-10  -10.8  0.111152
-10  -10.6  0.11115
-10  -10.4  0.111148
-10  -10.2  0.111146
-10  -10  0.111145

-9.8  -20  0.11133
-9.8  -19.8  0.111325
-9.8  -19.6  0.111322
-9.8  -19.4  0.111317
-9.8  -19.2  0.111314
-9.8  -19  0.111309
-9.8  -18.8  0.111306
-9.8  -18.6  0.111301
-9.8  -18.4  0.111298
-9.8  -18.2  0.111294
-9.8  -18  0.111291
-9.8  -17.8  0.111286
-9.8  -17.6  0.111284
-9.8  -17.4  0.111279
-9.8  -17.2  0.111276
-9.8  -17  0.111272
-9.8  -16.8  0.111269
-9.8  -16.6  0.111264
-9.8  -16.4  0.111262
-9.8  -16.2  0.111257
-9.8  -16  0.111254
-9.8  -15.8  0.111252
-9.8  -15.6  0.111247
-9.8  -15.4  0.111244
-9.8  -15.2  0.111242
-9.8  -15  0.111236
-9.8  -14.8  0.111236
-9.8  -14.6  0.11123
-9.8  -14.4  0.111229
-9.8  -14.2  0.111224
-9.8  -14  0.111222
-9.8  -13.8  0.111218
