-10  -10  2.7778
-10  -9.8  2.7778
-10  -9.6  2.7778
-10  -9.4  2.7778
-10  -9.2  2.7778
-10  -9  2.7778
-10  -8.8  2.7778
-10  -8.6  2.77779
-10  -8.4  2.77779
-10  -8.2  2.77779
-10  -8  2.77779
-10  -7.8  2.77779
-10  -7.6  2.77779
-10  -7.4  2.77779
-10  -7.2  2.77779
-10  -7  2.77779
-10  -6.8  2.77778
-10  -6.6  2.77778
-10  -6.4  2.77778
-10  -6.2  2.77778
-10  -6  2.77778
-10  -5.8  2.77778
-10  -5.6  2.77778
-10  -5.4  2.77778
-10  -5.2  2.77778
-10  -5  2.77778
-10  -4.8  2.77777
-10  -4.6  2.77777
-10  -4.4  2.77777
-10  -4.2  2.77777
-10  -4  2.77777
-10  -3.8  2.77777
-10  -3.6  2.77777
-10  -3.4  2.77777
-10  -3.2  2.77777
-10  -3  2.77777
-10  -2.8  2.77776
-10  -2.6  2.77776
-10  -2.4  2.77776
-10  -2.2  2.77776
-10  -2  2.77776
-10  -1.8  2.77776
-10  -1.6  2.77776
-10  -1.4  2.77776
-10  -1.2  2.77776
-10  -1  2.77776
-10  -0.8  2.77776
-10  -0.6  2.77776
-10  -0.4  2.77775
-10  -0.2  2.77775
-10  0  2.77775
-10  0.2  2.77775
-10  0.4  2.77775
-10  0.6  2.77775
-10  0.8  2.77775
-10  1  2.77775
-10  1.2  2.77775
-10  1.4  2.77775
-10  1.6  2.77775
-10  1.8  2.77775
-10  2  2.77775
-10  2.2  2.77774
-10  2.4  2.77774
-10  2.6  2.77774
-10  2.8  2.77774
-10  3  2.77774
-10  3.2  2.77774
-10  3.4  2.77774
-10  3.6  2.77774
-10  3.8  2.77774
-10  4  2.77774
-10  4.2  2.77774
-10  4.4  2.77774
-10  4.6  2.77774
-10  4.8  2.77774
-10  5  2.77774
-10  5.2  2.77773
-10  5.4  2.77773
-10  5.6  2.77773
-10  5.8  2.77773
-10  6  2.77773
-10  6.2  2.77773
-10  6.4  2.77773
-10  6.6  2.77773
-10  6.8  2.77773
-10  7  2.77773
-10  7.2  2.77773
-10  7.4  2.77773
-10  7.6  2.77773
-10  7.8  2.77773
-10  8  2.77773
-10  8.2  2.77773
-10  8.4  2.77773
-10  8.6  2.77772
-10  8.8  2.77772
-10  9  2.77772
-10  9.2  2.77772
-10  9.4  2.77772
-10  9.6  2.77772
-10  9.8  2.77772
-10  10  2.77772

-9.8  -10  2.77782
-9.8  -9.8  2.77782
-9.8  -9.6  2.77781
-9.8  -9.4  2.77781
-9.8  -9.2  2.77781
-9.8  -9  2.77781
-9.8  -8.8  2.77781
-9.8  -8.6  2.7778
-9.8  -8.4  2.7778
-9.8  -8.2  2.7778
-9.8  -8  2.7778
-9.8  -7.8  2.7778
-9.8  -7.6  2.7778
-9.8  -7.4  2.77779
-9.8  -7.2  2.77779
-9.8  -7  2.77779
-9.8  -6.8  2.77779
-9.8  -6.6  2.77779
-9.8  -6.4  2.77778
-9.8  -6.2  2.77778
-9.8  -6  2.77778
-9.8  -5.8  2.77778
-9.8  -5.6  2.77778
-9.8  -5.4  2.77778
-9.8  -5.2  2.77778
-9.8  -5  2.77777
-9.8  -4.8  2.77777
-9.8  -4.6  2.77777
-9.8  -4.4  2.77777
-9.8  -4.2  2.77777
-9.8  -4  2.77777
-9.8  -3.8  2.77776
-9.8  -3.6  2.77776
-9.8  -3.4  2.77776
-9.8  -3.2  2.77776
-9.8  -3  2.77776
-9.8  -2.8  2.77776
-9.8  -2.6  2.77776
-9.8  -2.4  2.77775
-9.8  -2.2  2.77775
-9.8  -2  2.77775
-9.8  -1.8  2.77775
-9.8  -1.6  2.77775
-9.8  -1.4  2.77775
-9.8  -1.2  2.77775
-9.8  -1  2.77774
-9.8  -0.8  2.77774
-9.8  -0.6  2.77774
-9.8  -0.4  2.77774
-9.8  -0.2  2.77774
-9.8  0  2.77774
-9.8  0.2  2.77774
-9.8  0.4  2.77774
-9.8  0.6  2.77773
-9.8  0.8  2.77773
-9.8  1  2.77773
-9.8  1.2  2.77773
-9.8  1.4  2.77773
-9.8  1.6  2.77773
-9.8  1.8  2.77773
-9.8  2  2.77773
-9.8  2.2  2.77772
-9.8  2.4  2.77772
-9.8  2.6  2.77772
-9.8  2.8  2.77772
-9.8  3  2.77772
-9.8  3.2  2.77772
-9.8  3.4  2.77772
-9.8  3.6  2.77772
-9.8  3.8  2.77772
-9.8  4  2.77771
-9.8  4.2  2.77771
-9.8  4.4  2.77771
-9.8  4.6  2.77771
-9.8  4.8  2.77771
-9.8  5  2.77771
-9.8  5.2  2.77771
-9.8  5.4  2.77771
-9.8  5.6  2.77771
-9.8  5.8  2.77771
-9.8  6  2.7777
-9.8  6.2  2.7777
-9.8  6.4  2.7777
-9.8  6.6  2.7777
-9.8  6.8  2.7777
-9.8  7  2.7777
-9.8  7.2  2.7777
-9.8  7.4  2.7777
-9.8  7.6  2.7777
-9.8  7.8  2.7777
-9.8  8  2.77769
-9.8  8.2  2.77769
-9.8  8.4  2.77769
-9.8  8.6  2.77769
-9.8  8.8  2.77769
-9.8  9  2.77769
-9.8  9.2  2.77769
-9.8  9.4  2.77769
-9.8  9.6  2.77769
-9.8  9.8  2.77769
-9.8  10  2.77769

-9.6  -10  2.77784
-9.6  -9.8  2.77784
-9.6  -9.6  2.77784
-9.6  -9.4  2.77783
-9.6  -9.2  2.77783
-9.6  -9  2.77783
-9.6  -8.8  2.77782
-9.6  -8.6  2.77782
-9.6  -8.4  2.77782
-9.6  -8.2  2.77781
-9.6  -8  2.77781
-9.6  -7.8  2.77781
-9.6  -7.6  2.77781
-9.6  -7.4  2.7778
-9.6  -7.2  2.7778
-9.6  -7  2.7778
-9.6  -6.8  2.77779
-9.6  -6.6  2.77779
-9.6  -6.4  2.77779
-9.6  -6.2  2.77779
-9.6  -6  2.77778
-9.6  -5.8  2.77778
-9.6  -5.6  2.77778
-9.6  -5.4  2.77778
-9.6  -5.2  2.77777
-9.6  -5  2.77777
-9.6  -4.8  2.77777
-9.6  -4.6  2.77777
-9.6  -4.4  2.77776
-9.6  -4.2  2.77776
-9.6  -4  2.77776
-9.6  -3.8  2.77776
-9.6  -3.6  2.77775
-9.6  -3.4  2.77775
-9.6  -3.2  2.77775
-9.6  -3  2.77775
-9.6  -2.8  2.77774
-9.6  -2.6  2.77774
-9.6  -2.4  2.77774
-9.6  -2.2  2.77774
-9.6  -2  2.77774
-9.6  -1.8  2.77773
-9.6  -1.6  2.77773
-9.6  -1.4  2.77773
-9.6  -1.2  2.77773
-9.6  -1  2.77773
-9.6  -0.8  2.77772
-9.6  -0.6  2.77772
-9.6  -0.4  2.77772
-9.6  -0.2  2.77772
-9.6  0  2.77771
-9.6  0.2  2.77771
-9.6  0.4  2.77771
-9.6  0.6  2.77771
-9.6  0.8  2.77771
-9.6  1  2.7777
-9.6  1.2  2.7777
-9.6  1.4  2.7777
-9.6  1.6  2.7777
-9.6  1.8  2.7777
-9.6  2  2.7777
-9.6  2.2  2.77769
-9.6  2.4  2.77769
-9.6  2.6  2.77769
-9.6  2.8  2.77769
-9.6  3  2.77769
-9.6  3.2  2.77768
-9.6  3.4  2.77768
-9.6  3.6  2.77768
-9.6  3.8  2.77768
-9.6  4  2.77768
-9.6  4.2  2.77768
-9.6  4.4  2.77767
-9.6  4.6  2.77767
-9.6  4.8  2.77767
-9.6  5  2.77767
-9.6  5.2  2.77767
-9.6  5.4  2.77767
-9.6  5.6  2.77766
-9.6  5.8  2.77766
-9.6  6  2.77766
-9.6  6.2  2.77766
-9.6  6.4  2.77766
-9.6  6.6  2.77766
-9.6  6.8  2.77765
-9.6  7  2.77765
-9.6  7.2  2.77765
-9.6  7.4  2.77765
-9.6  7.6  2.77765
-9.6  7.8  2.77765
-9.6  8  2.77765
-9.6  8.2  2.77764
-9.6  8.4  2.77764
-9.6  8.6  2.77764
-9.6  8.8  2.77764
-9.6  9  2.77764
-9.6  9.2  2.77764
-9.6  9.4  2.77764
-9.6  9.6  2.77763
-9.6  9.8  2.77763
-9.6  10  2.77763

-9.4  -10  2.77788
-9.4  -9.8  2.77787
-9.4  -9.6  2.77787
-9.4  -9.4  2.77786
-9.4  -9.2  2.77786
-9.4  -9  2.77785
-9.4  -8.8  2.77785
-9.4  -8.6  2.77784
-9.4  -8.4  2.77784
-9.4  -8.2  2.77784
-9.4  -8  2.77783
-9.4  -7.8  2.77783
-9.4  -7.6  2.77782
-9.4  -7.4  2.77782
-9.4  -7.2  2.77781
-9.4  -7  2.77781
-9.4  -6.8  2.7778
-9.4  -6.6  2.7778
-9.4  -6.4  2.7778
-9.4  -6.2  2.77779
-9.4  -6  2.77779
-9.4  -5.8  2.77778
-9.4  -5.6  2.77778
-9.4  -5.4  2.77778
-9.4  -5.2  2.77777
-9.4  -5  2.77777
-9.4  -4.8  2.77776
-9.4  -4.6  2.77776
-9.4  -4.4  2.77776
-9.4  -4.2  2.77775
-9.4  -4  2.77775
-9.4  -3.8  2.77774
-9.4  -3.6  2.77774
-9.4  -3.4  2.77774
-9.4  -3.2  2.77773
-9.4  -3  2.77773
-9.4  -2.8  2.77773
-9.4  -2.6  2.77772
-9.4  -2.4  2.77772
-9.4  -2.2  2.77772
-9.4  -2  2.77771
-9.4  -1.8  2.77771
-9.4  -1.6  2.7777
-9.4  -1.4  2.7777
-9.4  -1.2  2.7777
-9.4  -1  2.77769
-9.4  -0.8  2.77769
-9.4  -0.6  2.77769
-9.4  -0.4  2.77768
-9.4  -0.2  2.77768
-9.4  0  2.77768
-9.4  0.2  2.77768
-9.4  0.4  2.77767
-9.4  0.6  2.77767
-9.4  0.8  2.77767
-9.4  1  2.77766
-9.4  1.2  2.77766
-9.4  1.4  2.77766
-9.4  1.6  2.77765
-9.4  1.8  2.77765
-9.4  2  2.77765
-9.4  2.2  2.77765
-9.4  2.4  2.77764
-9.4  2.6  2.77764
-9.4  2.8  2.77764
